passo,valor,antigo_saldo_pessoa1,novo_saldo_pessoa1,antigo_saldo_pessoa2,novo_saldo_pessoa2,fraude,tipo_transacao_debito,tipo_transacao_deposito,tipo_transacao_pagamento,tipo_transacao_saqu,tipo_transacao_saque,tipo_transacao_transferencia
6,30521.02,30521.02,0.0,0.0,0.0,1.0,False,False,False,False,False,True
6,30521.02,30521.02,0.0,0.0,30521.02,1.0,False,False,False,False,True,False
6,12989.69,866.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
6,216422.0,216422.0,0.0,0.0,0.0,1.0,False,False,False,False,False,True
6,216422.0,216422.0,0.0,10097.0,48630.5,1.0,False,False,False,False,True,False
6,17320.91,17320.91,0.0,0.0,0.0,1.0,False,False,False,False,False,True
6,17320.91,17320.91,0.0,6244.44,0.0,1.0,False,False,False,False,True,False
6,17246.0,17246.0,0.0,0.0,101717.84,1.0,False,False,False,False,False,True
6,17246.0,17246.0,0.0,0.0,17246.0,1.0,False,False,False,False,True,False
6,2962.06,11601.0,8638.94,0.0,0.0,0.0,False,False,True,False,False,False
6,10565.0,10565.0,0.0,0.0,0.0,1.0,False,False,False,False,False,True
6,10565.0,10565.0,0.0,36275.0,24380.72,1.0,False,False,False,False,True,False
6,10224.0,10224.0,0.0,0.0,0.0,1.0,False,False,False,False,False,True
6,10224.0,10224.0,0.0,0.0,10224.0,1.0,False,False,False,False,True,False
6,85354.69,85354.69,0.0,0.0,0.0,1.0,False,False,False,False,False,True
6,85354.69,85354.69,0.0,11170.0,10612.55,1.0,False,False,False,False,True,False
6,13704.0,13704.0,0.0,0.0,1658746.09,1.0,False,False,False,False,False,True
6,13704.0,13704.0,0.0,3382.84,143675.35,1.0,False,False,False,False,True,False
6,4411.9,10441.0,6029.1,0.0,0.0,0.0,False,False,True,False,False,False
7,374031.59,2675526.8,3049558.38,9602118.61,10187847.95,0.0,False,True,False,False,False,False
7,65593.85,0.0,0.0,147470.0,267798.33,0.0,False,False,False,False,True,False
7,309741.86,2671457.28,2981199.14,618730.52,1360079.51,0.0,False,True,False,False,False,False
7,20251.95,454116.45,433864.5,0.0,0.0,0.0,False,False,True,False,False,False
7,5826.48,14621.0,8794.52,0.0,0.0,0.0,False,False,True,False,False,False
7,262434.54,262434.54,0.0,0.0,0.0,1.0,False,False,False,False,False,True
7,262434.54,262434.54,0.0,19525.79,438233.86,1.0,False,False,False,False,True,False
7,9295.61,230905.0,221609.39,0.0,0.0,0.0,False,False,True,False,False,False
7,1157.15,346.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
7,21729.0,21729.0,0.0,0.0,0.0,1.0,False,False,False,False,False,True
7,21729.0,21729.0,0.0,27335.0,0.0,1.0,False,False,False,False,True,False
7,5460002.91,5460002.91,0.0,0.0,0.0,1.0,False,False,False,False,False,True
7,5460002.91,5460002.91,0.0,0.0,9281535.44,1.0,False,False,False,False,True,False
7,15159.67,906.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
7,1781.37,68185.0,66403.63,0.0,0.0,0.0,False,False,True,False,False,False
7,1626.45,21006.0,19379.55,0.0,0.0,0.0,False,False,True,False,False,False
7,8588.72,41096.0,32507.28,52993.0,145138.11,0.0,False,False,False,False,False,True
7,164.0,164.0,0.0,0.0,0.0,1.0,False,False,False,False,False,True
7,164.0,164.0,0.0,4068.0,0.0,1.0,False,False,False,False,True,False
7,21571.0,21571.0,0.0,0.0,0.0,1.0,False,False,False,False,False,True
7,21571.0,21571.0,0.0,30797.41,71140.3,1.0,False,False,False,False,True,False
7,173577.35,3065415.86,3238993.22,569332.41,281410.24,0.0,False,True,False,False,False,False
7,76791.35,8291106.38,8367897.74,100767.0,2658931.59,0.0,False,True,False,False,False,False
7,441445.58,441445.58,0.0,0.0,0.0,1.0,False,False,False,False,False,True
7,441445.58,441445.58,0.0,98993.5,0.0,1.0,False,False,False,False,True,False
7,3424.68,30050.0,26625.32,0.0,0.0,0.0,False,False,True,False,False,False
7,13474.08,57916.12,44442.04,0.0,0.0,0.0,False,False,True,False,False,False
7,56373.73,4917279.52,4973653.25,428225.23,202129.37,0.0,False,True,False,False,False,False
7,93436.22,0.0,0.0,254858.99,0.0,0.0,False,False,False,False,True,False
7,7119.81,4702737.22,4709857.03,720805.97,1521202.97,0.0,False,True,False,False,False,False
7,705326.95,10868.0,0.0,6114853.24,8663416.6,0.0,False,False,False,False,False,True
7,7484.6,16437.0,8952.4,0.0,0.0,0.0,False,False,True,False,False,False
7,7251.62,31169.0,23917.38,0.0,0.0,0.0,False,False,True,False,False,False
7,7844.33,205547.0,197702.67,0.0,0.0,0.0,False,False,True,False,False,False
8,276574.68,14443.0,0.0,4757.07,2978988.84,0.0,False,False,False,False,False,True
8,1663.59,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
8,181728.11,0.0,0.0,11397.0,184477.77,1.0,False,False,False,False,True,False
8,172509.15,1609.0,174118.15,68727.0,0.0,0.0,False,True,False,False,False,False
8,135809.08,0.0,0.0,148304.02,253838.43,0.0,False,False,False,False,True,False
8,39256.23,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
8,10589.6,51728.0,41138.4,0.0,0.0,0.0,False,False,True,False,False,False
8,3737.33,159452.36,155715.02,0.0,0.0,0.0,False,False,True,False,False,False
8,146091.63,56352.0,0.0,9733603.69,9680855.68,0.0,False,False,False,False,True,False
8,3833.88,31040.0,27206.12,0.0,0.0,0.0,False,False,True,False,False,False
8,357.95,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
8,107176.1,51711.0,0.0,17583.4,109554.1,0.0,False,False,False,False,True,False
8,999114.03,18643.0,0.0,133880.86,1157398.83,0.0,False,False,False,False,False,True
8,1638603.09,66723.0,0.0,34887.1,2675912.96,0.0,False,False,False,False,False,True
8,31109.06,3070196.81,3101305.87,198622.23,113248.95,0.0,False,True,False,False,False,False
8,199607.79,20291.0,0.0,20374.0,21934.75,0.0,False,False,False,False,True,False
8,112550.7,191918.22,304468.92,182605.13,70054.43,0.0,False,True,False,False,False,False
8,222.0,222.0,0.0,0.0,267095.19,1.0,False,False,False,False,False,True
8,222.0,222.0,0.0,24708.0,171647.35,1.0,False,False,False,False,True,False
8,15019.36,28024.0,13004.64,0.0,0.0,0.0,False,False,True,False,False,False
8,78559.81,2728.0,81287.81,0.0,0.0,0.0,False,True,False,False,False,False
8,90137.3,556389.56,646526.86,176133.45,85996.15,0.0,False,True,False,False,False,False
8,300371.42,8082.0,0.0,0.0,115423.17,0.0,False,False,False,False,False,True
8,78.75,12828.0,12749.25,0.0,0.0,0.0,False,False,True,False,False,False
8,58816.04,1137930.01,1196746.05,253141.54,389716.43,0.0,False,True,False,False,False,False
8,213633.06,136768.0,0.0,10154.0,0.0,0.0,False,False,False,False,True,False
8,3310.71,2563786.6,2560475.89,0.0,0.0,0.0,False,False,True,False,False,False
8,24048.33,20195.49,0.0,0.0,0.0,0.0,False,False,True,False,False,False
8,2753.99,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
8,600995.0,0.0,0.0,1013466.83,2907944.14,0.0,False,False,False,False,True,False
8,1996.17,1996.17,0.0,0.0,0.0,1.0,False,False,False,False,False,True
8,1996.17,1996.17,0.0,2559.74,4555.92,1.0,False,False,False,False,True,False
8,277305.71,0.0,0.0,1404043.2,0.0,0.0,False,False,False,False,True,False
8,6319.43,124395.94,118076.5,0.0,0.0,0.0,False,False,True,False,False,False
8,1078013.76,0.0,0.0,0.0,970749.68,1.0,False,False,False,False,False,True
8,487260.44,0.0,0.0,4403132.55,4791597.89,0.0,False,False,False,False,True,False
8,81325.66,23165.0,104490.66,0.0,0.0,0.0,False,True,False,False,False,False
8,11236.16,21836.0,10599.84,0.0,0.0,0.0,False,False,True,False,False,False
8,508957.31,0.0,0.0,788107.82,1297065.13,0.0,False,False,False,False,False,True
8,62436.71,42109.0,104545.71,0.0,0.0,0.0,False,True,False,False,False,False
8,7793.0,45422.5,37629.5,0.0,0.0,0.0,False,False,True,False,False,False
8,101919.55,2534489.77,2636409.32,265759.15,163839.59,0.0,False,True,False,False,False,False
8,432118.89,251753.14,0.0,664408.32,1268298.74,0.0,False,False,False,False,True,False
8,119382.65,12337808.29,12457190.94,973709.75,854327.1,0.0,False,True,False,False,False,False
8,92811.61,1160.0,93971.61,11245.83,0.0,0.0,False,True,False,False,False,False
8,6447.84,6985.0,537.16,0.0,0.0,0.0,False,False,True,False,False,False
8,9685.51,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
8,4513.14,9025.0,4511.86,0.0,0.0,0.0,False,False,True,False,False,False
8,348142.57,1402600.73,1750743.3,3260478.15,2912335.58,0.0,False,True,False,False,False,False
8,3616.27,4508.0,891.73,0.0,0.0,0.0,False,False,True,False,False,False
8,103910.99,277638.39,173727.4,5038256.49,5743302.38,0.0,False,False,False,False,True,False
8,24707.43,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
8,6748.73,10906655.14,10913403.87,90501.66,37230.55,0.0,False,True,False,False,False,False
8,1185.53,33041.0,31855.47,151807.0,152992.53,0.0,True,False,False,False,False,False
8,69505.13,8481497.25,8551002.38,101507.0,0.0,0.0,False,True,False,False,False,False
8,326777.46,2283422.7,2610200.17,442355.24,743037.54,0.0,False,True,False,False,False,False
8,89631.24,89631.24,0.0,0.0,0.0,1.0,False,False,False,False,False,True
8,89631.24,89631.24,0.0,21175.0,0.0,1.0,False,False,False,False,True,False
8,665000.08,1314732.14,649732.06,1564621.95,2441891.27,0.0,False,False,False,False,False,True
8,29707.86,29707.86,0.0,0.0,0.0,1.0,False,False,False,False,False,True
8,29707.86,29707.86,0.0,10935.0,0.0,1.0,False,False,False,False,True,False
8,27802.31,20423.0,0.0,124495.96,0.0,0.0,False,False,False,False,True,False
8,242846.65,57244.43,0.0,36835.0,1083709.83,0.0,False,False,False,False,True,False
8,43092.0,43092.0,0.0,0.0,0.0,1.0,False,False,False,False,False,True
8,43092.0,43092.0,0.0,660641.74,1158662.9,1.0,False,False,False,False,True,False
8,325005.6,920.0,0.0,443364.01,768369.61,0.0,False,False,False,False,True,False
8,4296.07,72.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
9,556218.01,556218.01,0.0,0.0,0.0,1.0,False,False,False,False,False,True
9,556218.01,556218.01,0.0,0.0,582265.81,1.0,False,False,False,False,True,False
9,138025.45,0.0,0.0,199768.0,0.0,0.0,False,False,False,False,True,False
9,17398.22,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
9,11308.0,11308.0,0.0,0.0,0.0,1.0,False,False,False,False,False,True
9,11308.0,11308.0,0.0,0.0,302550.56,1.0,False,False,False,False,True,False
9,117093.24,10423.0,0.0,701465.13,1383628.36,0.0,False,False,False,False,True,False
9,8964.96,105926.0,96961.04,0.0,0.0,0.0,False,False,True,False,False,False
9,90131.1,0.0,0.0,110426.0,200557.1,0.0,False,False,False,False,False,True
9,8947.5,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
9,223697.92,990499.37,1214197.29,356458.0,0.0,0.0,False,True,False,False,False,False
9,51858.2,8550624.39,8602482.59,443401.51,1302188.51,0.0,False,True,False,False,False,False
9,5983.59,76816.0,70832.41,0.0,0.0,0.0,False,False,True,False,False,False
9,16217.12,30738.0,14520.88,402899.63,419116.75,0.0,False,False,False,False,True,False
9,132461.19,7051369.29,7183830.48,204699.1,72237.9,0.0,False,True,False,False,False,False
9,2420877.65,10293.0,0.0,207353.78,3366530.7,0.0,False,False,False,False,False,True
9,15069.95,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
9,7538.5,31303.0,23764.5,563982.64,571521.14,0.0,True,False,False,False,False,False
9,36009.97,0.0,0.0,319336.76,355346.73,0.0,False,False,False,False,True,False
9,48314.34,5461733.98,5510048.32,106176.0,118374.06,0.0,False,True,False,False,False,False
9,13088.69,12229041.66,12242130.35,17447.0,4358.31,0.0,False,True,False,False,False,False
9,28955.95,385356.66,356400.71,0.0,0.0,0.0,False,False,True,False,False,False
9,1001852.06,228329.96,0.0,1518177.26,2426054.3,0.0,False,False,False,False,False,True
9,42130.0,0.0,0.0,783996.75,826126.74,0.0,False,False,False,False,True,False
9,85735.62,21242.0,106977.62,28590.95,0.0,0.0,False,True,False,False,False,False
9,88808.5,0.0,0.0,378464.41,200264.7,0.0,False,False,False,False,True,False
9,477913.36,1907.0,0.0,82140.14,560053.5,0.0,False,False,False,False,True,False
9,4885.41,18740.0,23625.41,241374.23,236488.82,0.0,False,True,False,False,False,False
9,295900.82,562120.42,266219.6,1796676.15,2092576.97,0.0,False,False,False,False,True,False
9,8909.34,61950.27,53040.93,0.0,0.0,0.0,False,False,True,False,False,False
9,6821.79,156823.05,150001.26,0.0,0.0,0.0,False,False,True,False,False,False
9,73706.28,1097295.01,1023588.73,498014.68,571720.96,0.0,False,False,False,False,True,False
9,112367.84,14771.0,127138.84,754095.34,1908213.12,0.0,False,True,False,False,False,False
9,350705.74,350705.74,0.0,0.0,1184633.07,1.0,False,False,False,False,False,True
9,350705.74,350705.74,0.0,894760.68,1794033.65,1.0,False,False,False,False,True,False
9,208408.31,0.0,0.0,459889.72,239081.74,0.0,False,False,False,False,True,False
9,11141.21,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
9,25552.09,10078.0,35630.09,51916.0,0.0,0.0,False,True,False,False,False,False
9,181398.63,99989.0,0.0,59586.0,151630.56,0.0,False,False,False,False,True,False
9,9536.62,232894.63,223358.02,0.0,0.0,0.0,False,False,True,False,False,False
9,20673.44,1060.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
9,2539898.07,2539898.07,0.0,0.0,261290.69,1.0,False,False,False,False,False,True
9,2539898.07,2539898.07,0.0,968.0,1842864.22,1.0,False,False,False,False,True,False
9,361559.69,361559.69,0.0,0.0,141302.12,1.0,False,False,False,False,False,True
9,361559.69,361559.69,0.0,504667.31,189441.24,1.0,False,False,False,False,True,False
9,17399.12,1200234.22,1182835.1,0.0,0.0,0.0,False,False,True,False,False,False
9,27898.36,729601.0,701702.64,0.0,0.0,0.0,False,False,True,False,False,False
9,11307.82,64310.14,53002.32,0.0,0.0,0.0,False,False,True,False,False,False
9,6665.57,119378.51,112712.94,0.0,0.0,0.0,False,False,True,False,False,False
9,131560.98,22133.0,153693.98,155856.0,316515.76,0.0,False,True,False,False,False,False
9,134379.35,76139.18,210518.53,36991.15,0.0,0.0,False,True,False,False,False,False
9,179452.02,281.0,0.0,0.0,179452.02,0.0,False,False,False,False,True,False
9,1738729.23,238.0,0.0,10424.0,2970256.26,0.0,False,False,False,False,False,True
9,19739.06,21095.0,1355.94,0.0,0.0,0.0,False,False,True,False,False,False
9,26688.66,50792.0,24103.34,0.0,0.0,0.0,False,False,True,False,False,False
9,122172.55,259077.93,136905.38,785328.4,1028156.82,0.0,False,False,False,False,True,False
9,65666.56,0.0,0.0,382697.69,0.0,0.0,False,False,False,False,True,False
9,36644.88,45325.0,8680.12,15379.0,23703.42,0.0,False,False,False,False,True,False
9,18193.91,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
9,8717.7,43685.94,34968.24,0.0,0.0,0.0,False,False,True,False,False,False
9,20792.23,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
9,16357.98,172877.7,156519.72,0.0,0.0,0.0,False,False,True,False,False,False
9,23034.27,382146.64,359112.38,0.0,0.0,0.0,False,False,True,False,False,False
9,121383.56,9425874.17,9547257.74,346408.81,30127.25,0.0,False,True,False,False,False,False
9,19713.92,255276.86,235562.94,0.0,0.0,0.0,False,False,True,False,False,False
9,12251.95,62556.92,50304.97,179500.0,61813.93,0.0,False,False,False,False,True,False
9,86315.45,2149338.31,2235653.75,800652.19,846810.99,0.0,False,True,False,False,False,False
9,6520.94,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
9,20963.1,21334.0,370.9,0.0,0.0,0.0,False,False,True,False,False,False
9,1154353.99,1154353.99,0.0,0.0,10872.9,1.0,False,False,False,False,False,True
9,1154353.99,1154353.99,0.0,162222.0,1965587.6,1.0,False,False,False,False,True,False
9,37972.4,0.0,0.0,1260071.34,3215045.94,0.0,False,False,False,False,True,False
9,21922.0,21922.0,0.0,0.0,0.0,1.0,False,False,False,False,False,True
9,21922.0,21922.0,0.0,1929861.61,2046918.8,1.0,False,False,False,False,True,False
9,343095.29,0.0,0.0,452224.91,711069.78,0.0,False,False,False,False,True,False
9,72156.32,2117706.33,2189862.64,1150535.32,1456419.84,0.0,False,True,False,False,False,False
9,25804.46,39755.0,13950.54,0.0,0.0,0.0,False,False,True,False,False,False
9,10090.08,15608.0,5517.92,0.0,0.0,0.0,False,False,True,False,False,False
9,655393.03,416.0,0.0,119599.8,0.0,0.0,False,False,False,False,False,True
9,9209.36,58356.67,49147.31,0.0,0.0,0.0,False,False,True,False,False,False
9,994453.2,1437370.87,442917.67,194812.76,665743.67,1.0,False,False,False,False,False,True
9,296409.5,8983345.48,9279754.98,2946642.0,3755983.98,0.0,False,True,False,False,False,False
9,16695.4,101310.0,84614.6,0.0,0.0,0.0,False,False,True,False,False,False
9,1564920.61,0.0,0.0,16588468.21,21542986.82,0.0,False,False,False,False,False,True
9,3512.07,5467.0,1954.93,0.0,0.0,0.0,False,False,True,False,False,False
9,297424.7,39810.0,337234.7,0.0,145570.87,0.0,False,True,False,False,False,False
9,256361.89,2020052.18,1763690.29,16936086.95,17366868.37,0.0,False,False,False,False,True,False
9,149026.77,0.0,0.0,3042031.46,3642674.78,0.0,False,False,False,False,True,False
9,60925.49,8611069.67,8671995.16,145527.37,18246.61,0.0,False,True,False,False,False,False
9,216615.82,16737490.88,16954106.7,874290.02,282637.89,0.0,False,True,False,False,False,False
9,12086.71,0.0,0.0,105911.51,117998.22,0.0,False,False,False,False,True,False
9,4812.85,18930.0,14117.15,0.0,0.0,0.0,False,False,True,False,False,False
9,218971.29,7018.0,225989.29,55581.0,0.0,0.0,False,True,False,False,False,False
9,128040.13,6411567.44,6539607.57,1105453.43,270654.96,0.0,False,True,False,False,False,False
9,18605.15,41087.0,22481.85,0.0,0.0,0.0,False,False,True,False,False,False
9,100533.19,35784.0,0.0,180218.0,0.0,0.0,False,False,False,False,True,False
9,1871487.86,0.0,0.0,2183506.39,5160047.87,0.0,False,False,False,False,False,True
9,160019.02,0.0,0.0,569038.8,55788.51,0.0,False,False,False,False,True,False
9,90066.3,2667455.23,2757521.52,14805274.43,14792371.53,0.0,False,True,False,False,False,False
9,407474.24,266321.82,0.0,5005.0,312972.26,0.0,False,False,False,False,True,False
9,2594.81,127422.69,124827.88,0.0,0.0,0.0,False,False,True,False,False,False
9,1445833.65,2995.0,0.0,0.0,2357449.26,0.0,False,False,False,False,False,True
9,26541.95,2405740.54,2432282.5,40425.0,184531.35,0.0,False,True,False,False,False,False
9,299553.09,88.0,0.0,2089798.31,2849463.74,0.0,False,False,False,False,True,False
9,3972.14,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False
9,67534.37,0.0,0.0,598277.47,19166.48,0.0,False,False,False,False,True,False
9,15247.45,110759.0,95511.55,111238.42,1561678.17,0.0,False,False,False,False,True,False
9,98131.23,0.0,0.0,109484.88,77668.49,0.0,False,False,False,False,True,False
9,190925.73,167883.79,0.0,163017.03,994858.25,0.0,False,False,False,False,True,False
9,241556.82,5550810.78,5792367.6,780544.02,538987.2,0.0,False,True,False,False,False,False
9,1055.0,1055.0,0.0,0.0,0.0,1.0,False,False,False,False,False,True
9,1055.0,1055.0,0.0,75179.0,0.0,1.0,False,False,False,False,True,False
9,85588.29,30122.0,0.0,118195.52,0.0,0.0,False,False,False,False,True,False
9,164634.14,47495.83,0.0,1161013.01,1434885.41,0.0,False,False,False,False,True,False
9,109353.49,83396.83,0.0,17448.0,0.0,0.0,False,False,False,False,True,False
9,6203.62,20930.0,14726.38,0.0,0.0,0.0,False,False,True,False,False,False
9,277105.21,3157.0,280262.21,10906.0,381684.33,0.0,False,True,False,False,False,False
9,268007.38,0.0,0.0,272816.73,1806646.16,0.0,False,False,False,False,True,False
9,158365.19,0.0,0.0,312547.44,197576.47,0.0,False,False,False,False,True,False
9,207219.66,2997959.54,3205179.2,2036655.8,3119581.53,0.0,False,True,False,False,False,False
9,565689.03,53252.0,0.0,616910.97,1639884.07,0.0,False,False,False,False,False,True
9,312375.4,63770.0,376145.4,363303.41,50928.01,0.0,False,True,False,False,False,False
9,244068.01,244068.01,0.0,0.0,0.0,1.0,False,False,False,False,False,True
9,244068.01,244068.01,0.0,0.0,338538.16,1.0,False,False,False,False,True,False
9,96391.1,254.0,96645.1,324206.83,0.0,0.0,False,True,False,False,False,False
10,59835.0,59835.0,0.0,0.0,0.0,1.0,False,False,False,False,False,True
10,59835.0,59835.0,0.0,255480.76,315315.76,1.0,False,False,False,False,True,False
10,16188.2,10800.0,26988.2,0.0,0.0,0.0,False,True,False,False,False,False
10,283619.59,5692.0,289311.59,922999.25,2257978.71,0.0,False,True,False,False,False,False
10,494.64,219874.0,219379.36,0.0,0.0,0.0,False,False,True,False,False,False
10,141812.4,22522.0,164334.4,852230.23,730414.88,0.0,False,True,False,False,False,False
10,20883.25,1542078.48,1521195.23,0.0,0.0,0.0,False,False,True,False,False,False
10,174893.38,277.51,0.0,388678.17,992673.26,0.0,False,False,False,False,True,False
10,270740.28,533.0,0.0,130301.45,715586.95,0.0,False,False,False,False,True,False
10,200078.16,0.0,0.0,518697.43,360662.22,0.0,False,False,False,False,True,False
10,169881.75,328737.0,158855.25,141492.63,2105853.68,0.0,False,False,False,False,True,False
10,91156.89,0.0,0.0,146302.25,422845.47,0.0,False,False,False,False,True,False
10,116648.69,0.0,0.0,433563.31,266695.09,0.0,False,False,False,False,True,False
10,200536.64,0.0,0.0,228593.5,429130.14,0.0,False,False,False,False,True,False
10,16448.94,1292541.61,1276092.67,0.0,0.0,0.0,False,False,True,False,False,False
10,230095.93,0.0,0.0,266004.47,523987.54,0.0,False,False,False,False,True,False
